Name,Market,Total Funding (USD),Status,Country Code,City,Funding Rounds,Founded At,Founded Quarter,First Funding At,Last Funding At,Seed,Venture,Angel,Grant,Round A,Round B,Round C,Round D,Round E,Startup Age,Funding Duration Days,Funding Velocity,Rounds per Year,Continent,Market Group,Total Debt (USD),Total Equity (USD)
Aarden Pharmaceuticals, Biotechnology ,500000.0,closed,USA,Indianapolis,1.0,2008-01-01,2008-Q1,2011-01-03,2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Health & Biotech,500000.0,0.0
Aastrom Biosciences, Biotechnology ,40000000.0,operating,USA,Ann Arbor,1.0,1989-01-01,1989-Q1,2012-03-09,2012-03-09,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,inf,0.02702702702702703,North America,Health & Biotech,0.0,0.0
Abacus e-Media, Software ,3409315.0,operating,GBR,London,1.0,1977-01-01,1977-Q1,2013-08-01,2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,inf,0.02040816326530612,Europe,Software & IT,0.0,3409315.0
Abacus Labs, Software ,3500000.0,operating,USA,New York,1.0,2013-01-01,2013-Q1,2014-10-29,2014-10-29,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
Abattis Bioceuticals, Biotechnology ,400988.0,operating,CAN,Vancouver,3.0,2011-01-01,2011-Q1,2010-11-03,2014-04-07,20014.0,380974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1251,320.5339728217426,0.2,North America,Health & Biotech,0.0,0.0
Abaxia, Software ,1770000.0,acquired,FRA,Neuilly-sur-seine,1.0,2001-01-01,2001-Q1,2005-11-08,2005-11-08,0.0,1770000.0,0.0,0.0,1770000.0,0.0,0.0,0.0,0.0,24,0,inf,0.04,Europe,Software & IT,0.0,0.0
abaXX Technology, Software ,4540000.0,operating,DEU,Stuttgart,1.0,1999-01-01,1999-Q1,2006-03-09,2006-03-09,0.0,4540000.0,0.0,0.0,0.0,0.0,0.0,4540000.0,0.0,26,0,inf,0.037037037037037035,Europe,Software & IT,0.0,0.0
ABB, Technology ,2700000.0,operating,CHE,Z¸rich,1.0,1988-01-01,1988-Q1,2013-09-23,2013-09-23,0.0,0.0,0.0,2700000.0,0.0,0.0,0.0,0.0,0.0,37,0,inf,0.02631578947368421,Europe,High Tech,0.0,0.0
AbCelex Technologies, Biotechnology ,2000000.0,operating,CAN,Mississauga,1.0,2010-01-01,2010-Q1,2014-04-28,2014-04-28,0.0,2000000.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Health & Biotech,0.0,0.0
Abcellute, Biotechnology ,805908.0,operating,GBR,London,1.0,2001-01-01,2001-Q1,2007-09-21,2007-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,inf,0.04,Europe,Health & Biotech,0.0,0.0
Abeona Therapeutics, Biotechnology ,4350000.0,operating,USA,Cleveland,2.0,2013-01-01,2013-Q1,2013-12-16,2014-12-01,750000.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,350,12428.57142857143,0.15384615384615385,North America,Health & Biotech,0.0,0.0
ABFIT Products, Medical ,2000000.0,operating,USA,Richardson,1.0,2010-02-03,2010-Q1,2010-02-08,2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Health & Biotech,0.0,0.0
AbGenomics, Biotechnology ,39610000.0,operating,USA,Los Altos,3.0,2000-06-01,2000-Q2,2012-06-19,2014-08-27,0.0,39610000.0,0.0,0.0,16850000.0,0.0,0.0,0.0,0.0,25,799,49574.46808510638,0.11538461538461539,North America,Health & Biotech,0.0,0.0
Abide Therapeutics, Biotechnology ,2250180.0,operating,USA,Princeton,1.0,2011-01-01,2011-Q1,2011-11-18,2011-11-18,2250180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,North America,Health & Biotech,0.0,0.0
Ability Dynamics, Health Care ,1500000.0,operating,USA,Tempe,1.0,2009-01-01,2009-Q1,2012-02-20,2012-02-20,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Health & Biotech,0.0,0.0
ABILITY Network, Health Care ,583000000.0,operating,USA,Minneapolis,4.0,2000-01-01,2000-Q1,2006-12-14,2014-04-07,0.0,33000000.0,0.0,0.0,0.0,0.0,27000000.0,0.0,0.0,25,2671,218270.3107450393,0.15384615384615385,North America,Health & Biotech,0.0,550000000.0
AbilTo, Health Care ,9000000.0,operating,USA,New York,2.0,2008-01-01,2008-Q1,2013-05-14,2014-03-18,0.0,9000000.0,0.0,0.0,3000000.0,6000000.0,0.0,0.0,0.0,17,308,29220.77922077922,0.1111111111111111,North America,Health & Biotech,0.0,0.0
Abingdon Health, Health Care ,8140565.0,operating,GBR,Oxford,2.0,2008-01-01,2008-Q1,2012-03-26,2014-10-24,0.0,8140565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,942,8641.788747346072,0.1111111111111111,Europe,Health & Biotech,0.0,0.0
Abionic, Nanotechnology ,3986362.0,operating,CHE,Lausanne,1.0,2010-01-01,2010-Q1,2014-10-14,2014-10-14,0.0,3986362.0,0.0,0.0,0.0,3986362.0,0.0,0.0,0.0,15,0,inf,0.0625,Europe,High Tech,0.0,0.0
Abiquo Group, Cloud Infrastructure ,14130737.0,operating,USA,Redwood City,4.0,2010-01-01,2010-Q1,2010-12-09,2014-03-12,0.0,14130737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1189,11884.555929352397,0.25,North America,Software & IT,0.0,0.0
Ablative Solutions, Biotechnology ,25930577.0,operating,USA,Kalamazoo,5.0,2011-01-01,2011-Q1,2012-01-04,2014-02-04,5000.0,14875077.0,0.0,0.0,5300000.0,9575077.0,0.0,0.0,0.0,14,762,34029.628608923886,0.3333333333333333,North America,Health & Biotech,11050500.0,0.0
Able Planet, Hardware + Software ,12005448.0,operating,USA,Wheat Ridge,5.0,2005-01-01,2005-Q1,2009-08-17,2012-02-01,0.0,12005448.0,0.0,0.0,0.0,5324000.0,0.0,0.0,0.0,20,898,13369.095768374165,0.23809523809523808,North America,Software & IT,0.0,0.0
AbleSky, Software ,1273000.0,operating,USA,Mountain View,1.0,2007-01-01,2007-Q1,2011-06-29,2011-06-29,0.0,1273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,North America,Software & IT,0.0,0.0
Ablexis, Biotechnology ,12000000.0,operating,,,1.0,2009-01-01,2009-Q1,2010-06-04,2010-06-04,0.0,12000000.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,Other,Health & Biotech,0.0,0.0
Abloomy, Cloud Computing ,3000000.0,operating,CHN,Beijing,1.0,2008-08-01,2008-Q3,2014-02-01,2014-02-01,0.0,3000000.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,Asia,Software & IT,0.0,0.0
Ablynx, Biotechnology ,98329011.0,operating,BEL,Zwijnaarde,3.0,2001-01-01,2001-Q1,2013-02-28,2014-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,531,185177.0451977401,0.12,Europe,Health & Biotech,0.0,0.0
ABO Data, Enterprise Software ,1000000.0,operating,USA,Italy,1.0,1979-01-01,1979-Q1,1979-01-01,1979-01-01,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,inf,0.02127659574468085,North America,Software & IT,0.0,0.0
Above All Software, Software ,2100000.0,operating,USA,Redwood City,1.0,2002-01-01,2002-Q1,2005-06-01,2005-06-01,0.0,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.041666666666666664,North America,Software & IT,0.0,0.0
Above Security, Information Security ,2500000.0,operating,CHE,Lausanne,1.0,1999-06-01,1999-Q2,2004-09-01,2004-09-01,0.0,2500000.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,26,0,inf,0.037037037037037035,Europe,Other,0.0,0.0
ABOVE Solutions, Software ,450000.0,operating,USA,Lexington,1.0,2008-07-01,2008-Q3,2011-08-16,2011-08-16,0.0,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
ABS, Health Care ,132500.0,operating,USA,Minnetonka,1.0,2009-01-01,2009-Q1,2012-09-19,2012-09-19,0.0,132500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Health & Biotech,0.0,0.0
ABS Medical, Medical ,2000000.0,operating,USA,Quincy,1.0,2013-08-08,2013-Q3,2014-04-09,2014-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Health & Biotech,0.0,0.0
Absio, Software ,2757346.0,operating,USA,Littleton,3.0,2009-03-01,2009-Q1,2010-05-06,2013-02-12,0.0,1257346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1013,2721.9605133267523,0.17647058823529413,North America,Software & IT,1500000.0,0.0
ABSMaterials, Clean Technology ,4250000.0,operating,USA,Wooster,2.0,2008-01-01,2008-Q1,2010-06-24,2013-11-24,0.0,4250000.0,0.0,0.0,250000.0,4000000.0,0.0,0.0,0.0,17,1249,3402.7221777421937,0.1111111111111111,North America,High Tech,0.0,0.0
Absolicon Solar Concentrator, Clean Technology ,661000.0,operating,SWE,H‰rnˆsand,1.0,2007-01-01,2007-Q1,2010-05-12,2010-05-12,0.0,661000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,Europe,High Tech,0.0,0.0
Absolute Commerce, Software ,200000.0,operating,USA,Providence,1.0,2012-01-01,2012-Q1,2014-05-09,2014-05-09,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Software & IT,0.0,0.0
Absynth Biologics, Biotechnology ,1287963.0,operating,GBR,Sheffield,1.0,2007-01-01,2007-Q1,2013-07-18,2013-07-18,1287963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,Europe,Health & Biotech,0.0,0.0
abusix, Software ,1300000.0,operating,DEU,Karlsruhe,1.0,2009-10-01,2009-Q4,2013-11-01,2013-11-01,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,Europe,Software & IT,0.0,0.0
Abzena, Biotechnology ,34300806.0,operating,GBR,London,1.0,2002-01-01,2002-Q1,2014-07-07,2014-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.041666666666666664,Europe,Health & Biotech,0.0,0.0
AC Immune SA, Biotechnology ,22009460.0,operating,CHE,Lausanne,1.0,2003-01-01,2003-Q1,2014-01-09,2014-01-09,0.0,22009460.0,0.0,0.0,0.0,0.0,0.0,22009460.0,0.0,22,0,inf,0.043478260869565216,Europe,Health & Biotech,0.0,0.0
Acacia Interactive, Software ,762000.0,operating,USA,Nashville,1.0,2012-01-01,2012-Q1,2013-03-29,2013-03-29,762000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Software & IT,0.0,0.0
Acacia Pharma, Biotechnology ,33500000.0,operating,GBR,Cambridge,2.0,2006-01-01,2006-Q1,2011-03-31,2013-09-03,0.0,33500000.0,0.0,0.0,10000000.0,23500000.0,0.0,0.0,0.0,19,887,37767.756482525365,0.1,Europe,Health & Biotech,0.0,0.0
ACAL Energy, Clean Technology ,16424363.0,operating,GBR,Runcorn,3.0,2004-08-01,2004-Q3,2008-12-03,2011-06-15,0.0,16424363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,924,17775.284632034633,0.13636363636363635,Europe,High Tech,0.0,0.0
Acal Enterprise Solutions, Information Technology ,10720178.0,operating,GBR,Nottingham,1.0,1990-01-01,1990-Q1,2014-06-03,2014-06-03,0.0,10720178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,inf,0.027777777777777776,Europe,High Tech,0.0,0.0
Acarix, Health Care ,4710960.0,operating,DNK,Kongens Lyngby,1.0,2009-01-01,2009-Q1,2013-03-15,2013-03-15,4710960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,Europe,Health & Biotech,0.0,0.0
ACB (India) Limited, Mining Technologies ,25090000.0,operating,IND,Gurgaon,1.0,1997-01-01,1997-Q1,2008-03-31,2008-03-31,0.0,25090000.0,0.0,0.0,0.0,0.0,25090000.0,0.0,0.0,28,0,inf,0.034482758620689655,Asia,High Tech,0.0,0.0
Accel Diagnostics, Medical Devices ,2000000.0,operating,USA,Pittsburgh,2.0,2012-01-01,2012-Q1,2012-02-10,2013-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,440,4545.454545454545,0.14285714285714285,North America,Hardware & Electronics,0.0,0.0
Accela, Software ,50000000.0,operating,USA,San Ramon,2.0,1999-01-01,1999-Q1,2012-01-01,2013-10-16,0.0,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,654,76452.59938837921,0.07407407407407407,North America,Software & IT,0.0,0.0
Accelalox, Biotechnology ,430000.0,operating,USA,Menlo Park,1.0,2005-01-01,2005-Q1,2009-10-10,2009-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,inf,0.047619047619047616,North America,Health & Biotech,430000.0,0.0
Accelerate Diagnostics, Medical Devices ,63016244.0,operating,USA,Tucson,4.0,2004-01-01,2004-Q1,2010-03-23,2014-05-05,0.0,18016244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1504,41899.09840425532,0.18181818181818182,North America,Hardware & Electronics,0.0,45000000.0
Accelerated IO, Software ,3255325.0,operating,USA,Tulsa,2.0,1997-01-01,1997-Q1,2009-11-05,2012-03-28,0.0,3255325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,874,3724.6281464530894,0.06896551724137931,North America,Software & IT,0.0,0.0
Accelerize New Media, Enterprise Software ,4045500.0,operating,USA,Los Angeles,3.0,2005-01-01,2005-Q1,2010-05-10,2014-04-16,0.0,1045500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1437,2815.2400835073067,0.14285714285714285,North America,Software & IT,3000000.0,0.0
Accelitec, Software ,5705841.0,operating,USA,Bellingham,3.0,2001-01-01,2001-Q1,2009-05-15,2013-06-11,0.0,4605841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1488,3834.5705645161293,0.12,North America,Software & IT,1100000.0,0.0
Accella Learning, Software ,2000000.0,operating,USA,Louisville,1.0,2004-01-01,2004-Q1,2012-10-03,2012-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,North America,Software & IT,0.0,0.0
Accellion, Enterprise Software ,13410901.0,operating,USA,Palo Alto,2.0,1999-01-01,1999-Q1,2012-01-04,2012-03-09,1410901.0,12000000.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,26,65,206321.55384615384,0.07407407407407407,North America,Software & IT,0.0,0.0
AccelOne, Software ,225000.0,,USA,Kirkland,1.0,2013-01-01,2013-Q1,2014-04-29,2014-04-29,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
AccelOps, Cloud Management ,25000000.0,operating,USA,Santa Clara,2.0,2007-01-01,2007-Q1,2007-10-01,2012-05-01,0.0,25000000.0,0.0,0.0,7000000.0,18000000.0,0.0,0.0,0.0,18,1674,14934.289127837515,0.10526315789473684,North America,Software & IT,0.0,0.0
Accendo Technologies, Software ,1560000.0,operating,,,1.0,2002-01-01,2002-Q1,2005-01-25,2005-01-25,0.0,0.0,1560000.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.041666666666666664,Other,Software & IT,0.0,0.0
Accenx Technologies, Software ,1500000.0,acquired,USA,Irvine,1.0,1997-01-01,1997-Q1,2009-02-27,2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.034482758620689655,North America,Software & IT,1500000.0,0.0
Acceptd, Software ,3020000.0,operating,USA,Dublin,3.0,2011-01-01,2011-Q1,2011-06-01,2013-06-13,20000.0,3000000.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,14,743,4064.6029609690445,0.2,North America,Software & IT,0.0,0.0
Accera, Biotechnology ,138581610.0,operating,USA,Broomfield,5.0,2001-01-01,2001-Q1,2004-09-16,2013-10-25,0.0,59500000.0,0.0,0.0,6000000.0,7500000.0,35000000.0,11000000.0,0.0,24,3326,41666.14852675887,0.2,North America,Health & Biotech,0.0,79081610.0
Accertify, Security ,7131124.0,acquired,USA,Itasca,3.0,2007-03-01,2007-Q1,2008-06-03,2010-05-04,0.0,7131124.0,0.0,0.0,4000000.0,2431124.0,0.0,0.0,0.0,18,700,10187.32,0.15789473684210525,North America,Other,0.0,0.0
Access Closure, Health Care ,13793098.0,acquired,USA,Mountain View,3.0,2002-01-01,2002-Q1,2010-03-03,2012-10-01,0.0,13793098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,943,14626.82714740191,0.125,North America,Health & Biotech,0.0,0.0
Access Media 3, Security ,30000000.0,operating,USA,Saybrook,1.0,2007-01-01,2007-Q1,2012-02-09,2012-02-09,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,North America,Other,0.0,0.0
Access MediQuip, Health Care ,46900000.0,operating,USA,Lake Mary,1.0,1997-01-01,1997-Q1,2013-01-13,2013-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.034482758620689655,North America,Health & Biotech,0.0,46900000.0
Access Psychiatry Solutions, Biotechnology ,250000.0,operating,USA,Shoreline,1.0,2011-01-01,2011-Q1,2011-05-20,2011-05-20,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,North America,Health & Biotech,0.0,0.0
AccessData, Enterprise Software ,45000000.0,operating,USA,Lindon,2.0,1987-01-01,1987-Q1,2013-03-15,2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,inf,0.05128205128205128,North America,Software & IT,25000000.0,20000000.0
Acco Brands, Hardware + Software ,10000000.0,operating,USA,Lake Zurich,1.0,1947-01-01,1947-Q1,2007-02-01,2007-02-01,0.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,78,0,inf,0.012658227848101266,North America,Software & IT,0.0,0.0
Accord Biomaterials, Biotechnology ,1200000.0,operating,USA,Ann Arbor,1.0,2008-01-01,2008-Q1,2010-10-21,2010-10-21,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Health & Biotech,0.0,0.0
Accountable, Cloud Computing ,158000.0,operating,,,2.0,2013-03-01,2013-Q1,2013-08-01,2014-08-18,158000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,382,413.6125654450262,0.15384615384615385,Other,Software & IT,0.0,0.0
Accruent, Enterprise Software ,32000000.0,operating,USA,Santa Monica,2.0,1995-01-01,1995-Q1,2010-02-04,2013-11-25,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1390,23021.58273381295,0.06451612903225806,North America,Software & IT,0.0,0.0
Accruit, Software ,3315000.0,operating,USA,Denver,1.0,2000-01-01,2000-Q1,2008-07-03,2008-07-03,0.0,3315000.0,0.0,0.0,3315000.0,0.0,0.0,0.0,0.0,25,0,inf,0.038461538461538464,North America,Software & IT,0.0,0.0
Accu-Break Pharmaceuticals, Biotechnology ,1000000.0,operating,USA,Fort Lauderdale,1.0,2001-01-01,2001-Q1,2013-05-21,2013-05-21,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,inf,0.04,North America,Health & Biotech,0.0,0.0
Accudial Pharmaceutical, Biotechnology ,12024769.0,operating,USA,Boca Raton,3.0,2010-01-01,2010-Q1,2010-05-27,2013-05-30,0.0,12024769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1099,10941.555050045496,0.1875,North America,Health & Biotech,0.0,0.0
AccuDraft, Software ,650000.0,operating,USA,Lake Mary,1.0,1992-01-01,1992-Q1,2006-12-06,2006-12-06,0.0,650000.0,0.0,0.0,650000.0,0.0,0.0,0.0,0.0,33,0,inf,0.029411764705882353,North America,Software & IT,0.0,0.0
AccuMED Technologies, Medical ,2000000.0,operating,USA,Buffalo,1.0,1994-01-01,1994-Q1,2014-10-24,2014-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,inf,0.03125,North America,Health & Biotech,0.0,0.0
Accumuli Security, Software ,8033458.0,operating,GBR,Basingstoke,1.0,1996-01-01,1996-Q1,2010-11-01,2010-11-01,0.0,8033458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.03333333333333333,Europe,Software & IT,0.0,0.0
AccuNostics, Health Care ,6321095.0,operating,GBR,Forres,1.0,2008-01-01,2008-Q1,2011-09-15,2011-09-15,0.0,6321095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,Europe,Health & Biotech,0.0,0.0
Accupal, Medical ,2000000.0,operating,USA,Little Rock,1.0,2008-01-01,2008-Q1,2008-10-02,2008-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Health & Biotech,0.0,0.0
Accuradio, Internet Radio Market ,2500000.0,operating,USA,Chicago,1.0,2001-04-01,2001-Q2,2014-09-05,2014-09-05,0.0,2500000.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,24,0,inf,0.04,North America,Software & IT,0.0,0.0
Accurence, Software ,4277507.0,operating,USA,Westminster,2.0,2005-01-01,2005-Q1,2011-11-08,2014-04-16,1894000.0,2383507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,890,4806.187640449438,0.09523809523809523,North America,Software & IT,0.0,0.0
AccuRev, Software ,2100000.0,operating,USA,Concord,1.0,1998-01-01,1998-Q1,2005-03-07,2005-03-07,0.0,2100000.0,0.0,0.0,2100000.0,0.0,0.0,0.0,0.0,27,0,inf,0.03571428571428571,North America,Software & IT,0.0,0.0
AccurIC, Hardware + Software ,329695.0,operating,GBR,Worcester,1.0,2011-01-01,2011-Q1,2012-08-20,2012-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,Europe,Software & IT,0.0,0.0
Accuvant, Security ,8198838.0,acquired,USA,Denver,4.0,2002-01-01,2002-Q1,2008-07-01,2014-10-17,0.0,8198838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2299,3566.26272292301,0.16666666666666666,North America,Other,0.0,0.0
AccuVein, Hardware + Software ,30500000.0,operating,USA,Huntington Station,2.0,2006-01-01,2006-Q1,2011-07-28,2014-02-03,0.0,22500000.0,0.0,0.0,0.0,22500000.0,0.0,0.0,0.0,19,921,33116.178067318135,0.1,North America,Software & IT,8000000.0,0.0
ACE, Medical ,1245092.0,operating,USA,Pittsburgh,3.0,2006-01-01,2006-Q1,2010-05-17,2014-06-20,500184.0,744908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1495,832.83745819398,0.15,North America,Health & Biotech,0.0,0.0
ACE Health, Health Care Information Technology ,104594.0,operating,IRL,Dublin,1.0,2010-01-01,2010-Q1,2013-03-01,2013-03-01,104594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,Europe,Health & Biotech,0.0,0.0
Acer, Consumer Electronics ,150594138.0,operating,TWN,Taipei,1.0,1976-01-01,1976-Q1,2012-03-09,2012-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,inf,0.02,Asia,Hardware & Electronics,0.0,150594138.0
Acera Surgical, Health Care ,600000.0,operating,USA,St Louis,1.0,2013-01-01,2013-Q1,2013-08-08,2013-08-08,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Health & Biotech,0.0,0.0
Acesion Pharma, Biotechnology ,2000000.0,operating,DNK,Copenhagen,2.0,2011-01-01,2011-Q1,2012-12-28,2013-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,170,11764.70588235294,0.13333333333333333,Europe,Health & Biotech,0.0,0.0
Acesis, Software ,3638201.0,operating,USA,Mountain View,1.0,2006-01-01,2006-Q1,2010-04-30,2010-04-30,0.0,3638201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.05,North America,Software & IT,0.0,0.0
AcesoBee, Health Care ,41250.0,operating,,,1.0,2013-07-18,2013-Q3,2014-07-01,2014-07-01,41250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,Other,Health & Biotech,0.0,0.0
Aceva Technologies, Enterprise Software ,5280000.0,acquired,USA,San Mateo,1.0,1999-01-01,1999-Q1,2005-07-21,2005-07-21,0.0,5280000.0,0.0,0.0,0.0,0.0,0.0,5280000.0,0.0,26,0,inf,0.037037037037037035,North America,Software & IT,0.0,0.0
Achaogen, Health Care ,100905707.0,operating,USA,South San Francisco,3.0,2004-01-01,2004-Q1,2006-10-10,2013-03-22,0.0,82000000.0,0.0,0.0,0.0,26000000.0,56000000.0,0.0,0.0,21,2355,42847.43397027601,0.13636363636363635,North America,Health & Biotech,0.0,18905707.0
Achates Power, Clean Technology ,66500000.0,operating,USA,San Diego,3.0,2004-01-01,2004-Q1,2009-10-08,2013-10-09,0.0,66500000.0,0.0,0.0,12100000.0,19200000.0,35200000.0,0.0,0.0,21,1462,45485.63611491108,0.13636363636363635,North America,High Tech,0.0,0.0
Achieve X, Software ,150000.0,operating,USA,Conshohocken,1.0,2008-01-01,2008-Q1,2010-05-10,2010-05-10,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
Achieve3000, Software ,9000000.0,operating,USA,Lakewood,1.0,2000-01-01,2000-Q1,2007-07-24,2007-07-24,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.038461538461538464,North America,Software & IT,0.0,0.0
AchieveIt Online, Enterprise Software ,3600000.0,operating,USA,Atlanta,3.0,2010-01-01,2010-Q1,2012-08-28,2013-09-24,1500000.0,1500000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,15,392,9183.673469387755,0.1875,North America,Software & IT,600000.0,0.0
AchieveMint, Health Care ,2000000.0,operating,USA,San Francisco,1.0,2012-01-01,2012-Q1,2012-01-01,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Health & Biotech,0.0,0.0
Achilles Group, Enterprise Software ,2500000.0,operating,GBR,Abingdon,1.0,1990-01-01,1990-Q1,2008-01-09,2008-01-09,0.0,2500000.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,35,0,inf,0.027777777777777776,Europe,Software & IT,0.0,0.0
